mes,anio,mes_anio,colonia,consumo,rezago,total,consec_mes
feb,2020,feb/2020,REY NAYAR,3085,1466,4551,202002
feb,2020,feb/2020,SAN ANTONIO,2362,2487.6,4849.6,202002
feb,2020,feb/2020,TALPITA,10036,15826.4,25862.4,202002
feb,2020,feb/2020,TIJUANITA,7021,6628.6,13649.6,202002
feb,2020,feb/2020,TIRO AL BLANCO,195,5864.4,6059.4,202002
feb,2020,feb/2020,UNIDAD DEPORTIVA,171,389.4,560.4,202002
mar,2020,mar/2020,ACHOTA,5256,9560.1,14816.1,202003
mar,2020,mar/2020,BENITO JUAREZ,492,1346,1838,202003
mar,2020,mar/2020,CAPOMAL,492,123,615,202003
mar,2020,mar/2020,CENTRO,6299,41422.7,47721.7,202003
mar,2020,mar/2020,CERRO,2287,18349.6,20636.6,202003
mar,2020,mar/2020,EMILIO M. GONZALEZ,0,0,0,202003
mar,2020,mar/2020,GUAYABAL,0,0,0,202003
mar,2020,mar/2020,LA LADRILLERA,159,3100.8,3259.8,202003
mar,2020,mar/2020,LA REDONDA,797,4826.4,5623.4,202003
mar,2020,mar/2020,LINDAVISTA,241,3459.4,3700.4,202003
mar,2020,mar/2020,RASTRO,975,2539.5,3514.5,202003
mar,2020,mar/2020,REY NAYAR,2264,6740.9,9004.9,202003
mar,2020,mar/2020,SAN ANTONIO,1339,2596,3935,202003
mar,2020,mar/2020,TALPITA,1415,5978.8,7393.8,202003
mar,2020,mar/2020,TIJUANITA,4611,8302.1,12913.1,202003
mar,2020,mar/2020,TIRO AL BLANCO,1373,5406.3,6779.3,202003
mar,2020,mar/2020,UNIDAD DEPORTIVA,1375,1388.3,2763.3,202003
abr,2020,abr/2020,ACHOTA,1525,3581.2,5106.2,202004
abr,2020,abr/2020,BENITO JUAREZ,0,1761,1761,202004
abr,2020,abr/2020,CAPOMAL,41,1372.3,1413.3,202004
abr,2020,abr/2020,CENTRO,2420,10684.3,13104.3,202004
abr,2020,abr/2020,CERRO,974,2295.8,3269.8,202004
abr,2020,abr/2020,EMILIO M. GONZALEZ,0,0,0,202004
abr,2020,abr/2020,GUAYABAL,0,0,0,202004
abr,2020,abr/2020,LA LADRILLERA,65,310,375,202004
abr,2020,abr/2020,LA REDONDA,41,1384.4,1425.4,202004
abr,2020,abr/2020,LINDAVISTA,0,0,0,202004
abr,2020,abr/2020,RASTRO,260,1341,1601,202004
abr,2020,abr/2020,REY NAYAR,626,440,1066,202004
abr,2020,abr/2020,SAN ANTONIO,693,231,924,202004
abr,2020,abr/2020,TALPITA,779,566,1345,202004
abr,2020,abr/2020,TIJUANITA,846,2403.8,3249.8,202004
abr,2020,abr/2020,TIRO AL BLANCO,154,231,385,202004
abr,2020,abr/2020,UNIDAD DEPORTIVA,195,108,303,202004
may,2020,may/2020,ACHOTA,458,182.4,640.4,202005
may,2020,may/2020,BENITO JUAREZ,0,0,0,202005
may,2020,may/2020,CAPOMAL,41,0,41,202005
may,2020,may/2020,CENTRO,1898,1842,3740,202005
may,2020,may/2020,CERRO,992,2158,3150,202005
may,2020,may/2020,EMILIO M. GONZALEZ,0,0,0,202005
may,2020,may/2020,GUAYABAL,0,0,0,202005
may,2020,may/2020,LA LADRILLERA,41,1092.2,1133.2,202005
may,2020,may/2020,LA REDONDA,650,496,1146,202005
may,2020,may/2020,LINDAVISTA,354,449.4,803.4,202005
may,2020,may/2020,RASTRO,0,0,0,202005
may,2020,may/2020,REY NAYAR,860,224,1084,202005
may,2020,may/2020,SAN ANTONIO,354,944,1298,202005
may,2020,may/2020,TALPITA,390,481.6,871.6,202005
may,2020,may/2020,TIJUANITA,467,1142.8,1609.8,202005
may,2020,may/2020,TIRO AL BLANCO,308,308,616,202005
may,2020,may/2020,UNIDAD DEPORTIVA,183,2254.3,2437.3,202005
jun,2020,jun/2020,ACHOTA,629,6922.5,7551.5,202006
jun,2020,jun/2020,BENITO JUAREZ,142,568,710,202006
jun,2020,jun/2020,CAPOMAL,123,605,728,202006
jun,2020,jun/2020,CENTRO,3078,11802.7,14880.7,202006
jun,2020,jun/2020,CERRO,1178,4243.1,5421.1,202006
jun,2020,jun/2020,EMILIO M. GONZALEZ,41,82,123,202006
jun,2020,jun/2020,GUAYABAL,0,0,0,202006
jun,2020,jun/2020,LA LADRILLERA,106,65,171,202006
jun,2020,jun/2020,LA REDONDA,393,3243.8,3636.8,202006
jun,2020,jun/2020,LINDAVISTA,597,4259.4,4856.4,202006
jun,2020,jun/2020,RASTRO,727,3278,4005,202006
jun,2020,jun/2020,REY NAYAR,1519,9659.8,11178.8,202006
jun,2020,jun/2020,SAN ANTONIO,814,780,1594,202006
jun,2020,jun/2020,TALPITA,614,1871,2485,202006
jun,2020,jun/2020,TIJUANITA,2052,3318,5370,202006
jun,2020,jun/2020,TIRO AL BLANCO,482,1389.4,1871.4,202006
jun,2020,jun/2020,UNIDAD DEPORTIVA,260,695.4,955.4,202006
jul,2020,jul/2020,ACHOTA,1587,3959,5546,202007
jul,2020,jul/2020,BENITO JUAREZ,195,714,909,202007
jul,2020,jul/2020,CAPOMAL,82,82,164,202007
jul,2020,jul/2020,CENTRO,3930,46107.1,50037.1,202007
jul,2020,jul/2020,CERRO,932,4071.5,5003.5,202007
jul,2020,jul/2020,EMILIO M. GONZALEZ,246,246,492,202007
jul,2020,jul/2020,GUAYABAL,0,296.6,296.6,202007
jul,2020,jul/2020,LA LADRILLERA,246,246,492,202007
jul,2020,jul/2020,LA REDONDA,744,2249,2993,202007
jul,2020,jul/2020,LINDAVISTA,503,477,980,202007
jul,2020,jul/2020,RASTRO,106,376,482,202007
jul,2020,jul/2020,REY NAYAR,1307,4737,6044,202007
jul,2020,jul/2020,SAN ANTONIO,5487,34849.3,40336.3,202007
jul,2020,jul/2020,TALPITA,1173,564,1737,202007
jul,2020,jul/2020,TIJUANITA,1898,15105.9,17003.9,202007
jul,2020,jul/2020,TIRO AL BLANCO,698,3973.6,4671.6,202007
jul,2020,jul/2020,UNIDAD DEPORTIVA,956,2211.8,3167.8,202007
ago,2020,ago/2020,ACHOTA,2555,23547.6,26102.6,202008
ago,2020,ago/2020,BENITO JUAREZ,405,7500.4,7905.4,202008
ago,2020,ago/2020,CAPOMAL,465,6096,6561,202008
ago,2020,ago/2020,CENTRO,6970.72,45840.87,52811.59,202008
ago,2020,ago/2020,CERRO,4077,55388.4,59465.4,202008
ago,2020,ago/2020,EMILIO M. GONZALEZ,77,2291,2368,202008
ago,2020,ago/2020,GUAYABAL,118,4663.5,4781.5,202008
ago,2020,ago/2020,LA LADRILLERA,732,5348.8,6080.8,202008
ago,2020,ago/2020,LA REDONDA,1204,25227.2,26431.2,202008
ago,2020,ago/2020,LINDAVISTA,1112,9312.6,10424.6,202008
ago,2020,ago/2020,RASTRO,1873,8739,10612,202008
ago,2020,ago/2020,REY NAYAR,2151,15974.8,18125.8,202008
ago,2020,ago/2020,SAN ANTONIO,1854,29228.1,31082.1,202008
ago,2020,ago/2020,TALPITA,3490,14636.4,18126.4,202008
ago,2020,ago/2020,TIJUANITA,8960,82700,91660,202008
ago,2020,ago/2020,TIRO AL BLANCO,544,7303.6,7847.6,202008
ago,2020,ago/2020,UNIDAD DEPORTIVA,313,751,1064,202008
sep,2020,sep/2020,ACHOTA,472,8177.5,8649.5,202009
sep,2020,sep/2020,BENITO JUAREZ,718,3459.6,4177.6,202009
sep,2020,sep/2020,CAPOMAL,41,0,41,202009
sep,2020,sep/2020,CENTRO,2295,21082.15,23377.15,202009
sep,2020,sep/2020,CERRO,838,12735.8,13573.8,202009
sep,2020,sep/2020,EMILIO M. GONZALEZ,0,0,0,202009
sep,2020,sep/2020,GUAYABAL,77,2291,2368,202009
sep,2020,sep/2020,LA LADRILLERA,0,190,190,202009
sep,2020,sep/2020,LA REDONDA,862,9240.8,10102.8,202009
sep,2020,sep/2020,LINDAVISTA,265,7502.8,7767.8,202009
sep,2020,sep/2020,RASTRO,414,5767.6,6181.6,202009
sep,2020,sep/2020,REY NAYAR,1223,12987.9,14210.9,202009
sep,2020,sep/2020,SAN ANTONIO,759,34559.2,35318.2,202009
sep,2020,sep/2020,TALPITA,460,7023.3,7483.3,202009
sep,2020,sep/2020,TIJUANITA,1795,19824.2,21619.2,202009
sep,2020,sep/2020,TIRO AL BLANCO,195,2628.8,2823.8,202009
sep,2020,sep/2020,UNIDAD DEPORTIVA,903,5853.6,6756.6,202009
oct,2020,oct/2020,ACHOTA,419,2278.6,2697.6,202010
oct,2020,oct/2020,BENITO JUAREZ,205,451,656,202010
oct,2020,oct/2020,CAPOMAL,241,1062,1303,202010
oct,2020,oct/2020,CENTRO,2673,4071.35,6744.35,202010
oct,2020,oct/2020,CERRO,898,3514.2,4412.2,202010
oct,2020,oct/2020,EMILIO M. GONZALEZ,0,0,0,202010
oct,2020,oct/2020,GUAYABAL,0,0,0,202010
oct,2020,oct/2020,LA LADRILLERA,65,65,130,202010
oct,2020,oct/2020,LA REDONDA,477,1805,2282,202010
oct,2020,oct/2020,LINDAVISTA,667,2723.8,3390.8,202010
oct,2020,oct/2020,RASTRO,306,1623,1929,202010
oct,2020,oct/2020,REY NAYAR,691,585,1276,202010
oct,2020,oct/2020,SAN ANTONIO,728,4851.7,5579.7,202010
oct,2020,oct/2020,TALPITA,282,2445.6,2727.6,202010
oct,2020,oct/2020,TIJUANITA,928,3726,4654,202010
oct,2020,oct/2020,TIRO AL BLANCO,154,77,231,202010
oct,2020,oct/2020,UNIDAD DEPORTIVA,496,204,700,202010
nov,2020,nov/2020,ACHOTA,889,7713.1,8602.1,202011
nov,2020,nov/2020,BENITO JUAREZ,431,1661,2092,202011
nov,2020,nov/2020,CAPOMAL,164,410,574,202011
nov,2020,nov/2020,CENTRO,2093,54165.4,56258.4,202011
nov,2020,nov/2020,CERRO,858,7018.35,7876.35,202011
nov,2020,nov/2020,EMILIO M. GONZALEZ,0,0,0,202011
nov,2020,nov/2020,GUAYABAL,0,0,0,202011
nov,2020,nov/2020,LA LADRILLERA,0,0,0,202011
nov,2020,nov/2020,LA REDONDA,448,3377.7,3825.7,202011
nov,2020,nov/2020,LINDAVISTA,200,1363,1563,202011
nov,2020,nov/2020,RASTRO,260,455,715,202011
nov,2020,nov/2020,REY NAYAR,530,1144,1674,202011
nov,2020,nov/2020,SAN ANTONIO,441,10577,11018,202011
nov,2020,nov/2020,TALPITA,354,5950.05,6304.05,202011
nov,2020,nov/2020,TIJUANITA,1492,8063.7,9555.7,202011
nov,2020,nov/2020,TIRO AL BLANCO,313,763,1076,202011
nov,2020,nov/2020,UNIDAD DEPORTIVA,130,3998,4128,202011
dic,2020,dic/2020,ACHOTA,2155,22698,24853,202012
dic,2020,dic/2020,BENITO JUAREZ,385,9365.7,9750.7,202012
dic,2020,dic/2020,CAPOMAL,219,2833.9,3052.9,202012
dic,2020,dic/2020,CENTRO,9260,104740.4,114000.4,202012
dic,2020,dic/2020,CERRO,2367,36543,38910,202012
dic,2020,dic/2020,EMILIO M. GONZALEZ,77,847,924,202012
dic,2020,dic/2020,GUAYABAL,154,6244.7,6398.7,202012
dic,2020,dic/2020,LA LADRILLERA,821,13643.4,14464.4,202012
dic,2020,dic/2020,LA REDONDA,1327,18236,19563,202012
dic,2020,dic/2020,LINDAVISTA,703,8869,9572,202012
dic,2020,dic/2020,RASTRO,597,8686,9283,202012
dic,2020,dic/2020,REY NAYAR,2483,28756.6,31239.6,202012
dic,2020,dic/2020,SAN ANTONIO,768,9920.8,10688.8,202012
dic,2020,dic/2020,TALPITA,1009,14310.4,15319.4,202012
dic,2020,dic/2020,TIJUANITA,5019,46072.9,51091.9,202012
dic,2020,dic/2020,TIRO AL BLANCO,621,4862.4,5483.4,202012
dic,2020,dic/2020,UNIDAD DEPORTIVA,431,1933,2364,202012
